sigla;nome;cred_aula;cred_trabalho;ch_total
5910131;Mecânica Quântica;4;0;60
5910255;Mecânica Teorica;4;0;60
5930638;Mecanismos de Reacoes Orgânicas;2;0;30
5962058;Mediacao Cultural: Organizacao de Acervos e Produtos;2;1;60
5962125;Mediacao e Recepcao da Informacao;4;1;90
5962125;Mediacao e Recepcao da Informacao;4;1;90
5962037;Mediacao e Recepcao de Informacao;4;0;60
5952024;Medida e Integracao;4;0;60
5962110;Memoria, Museus e Informacao;4;1;90
5962015;Memoria, Sociedade e Informacao;4;1;90
5931038;Metodologia Cientifica da Pesquisa em Ensino de Quimica e de Ciencias;2;1;60
5940027;Metodologia Cientifica Em Psicologia;4;2;120
5962013;Metodologia Cientifica: Processos e Tecnicas de Pesquisa;2;1;60
5961004;Metodologia da Pesquisa em Ciencias da Educacao;4;1;90
5920971;Metodologia da Pesquisa em Ensino de Biologia e de Ciencias;4;0;60
5970681;Metodologia de Ensino de Musica com Estagio Supervisionado I;2;5;180
5970681;Metodologia de Ensino de Musica com Estagio Supervisionado I;2;5;180
5970682;Metodologia de Ensino de Musica com Estagio Supervisionado II;2;5;180
5920320;Metodologia de Estudos Faunisticos:invertebrados;2;1;60
5961021;Metodologia do Ensino da Lingua Portuguesa;4;0;60
5961024;Metodologia do Ensino de Ciencias;4;0;60
5961026;Metodologia do Ensino de Historia e Geografia;4;0;60
5961022;Metodologia do Ensino de Matematica;4;0;60
5961175;Metodologia do Ensino em Quimica  II;2;1;60
5961174;Metodologia do Ensino em Quimica I;2;1;60
5970561;Metodologia e Projeto de Pesquisa;2;1;60
5970398;Metodologia na Educacao Musical I;2;2;90
5970398;Metodologia na Educacao Musical I;2;2;90
5971347;Metodologia na Educacao Musical II;2;2;90
5971347;Metodologia na Educacao Musical II;2;2;90
5940624;Metodologias de Pesquisa em Psicologia;3;1;75
5910217;Metodos de Deposicao e Processamento de Filmes Finos;2;0;30
5952037;Metodos de Matematica e Aplicacoes;4;0;60
5910213;Metodos de Radiacao optica;4;0;60
5931009;Metodos Instrumentais;6;0;90
5931064;Metodos Instrumentais;4;1;90
5930187;Metodos Matematicos Aplicados a Fisico-Quimica;4;0;60
5952009;Metodos Numericos em Equacoes Diferenciais;4;1;90
5940659;Metodos Projetivos I;4;1;90
5940684;Metodos Projetivos II;4;1;90
5940687;Metodos Projetivos III;4;1;90
5940690;Metodos projetivos IV;4;1;90
5920313;Microbiologia;4;1;90
5920826;Microbiologia;4;1;90
5920826;Microbiologia;4;1;90
5920816;Microbiologia Geral;4;0;60
5953005;Mineracao de Dados;4;2;120
5955005;Mineracao de Dados;4;2;120
5930123;Mineralogia;4;0;60
5930123;Mineralogia;4;0;60
5931016;Mineralogia;2;0;30
5931055;Monografia Supervisionada em Quimica;2;0;30
5930248;Mudancas Climaticas;2;0;30
5920857;Mudancas Globais e o Ambiente;4;0;60
5920984;Mulheres: Poder, Ciencia e Universidade;2;1;60
5970322;Musica Brasileira I;2;1;60
5970322;Musica Brasileira I;2;1;60
5970323;Musica Brasileira II;2;1;60
5970323;Musica Brasileira II;2;1;60
5970471;Musica de Câmara I;2;0;30
5970471;Musica de Câmara I;2;0;30
5970472;Musica de Câmara II;2;0;30
5970472;Musica de Câmara II;2;0;30
5970473;Musica de Câmara III;2;0;30
5970473;Musica de Câmara III;2;0;30
5970474;Musica de Câmara IV;2;0;30
5970474;Musica de Câmara IV;2;0;30
5970688;Musica de Câmara V;2;0;30
5970688;Musica de Câmara V;2;0;30
5970689;Musica de Câmara VI;2;0;30
5970689;Musica de Câmara VI;2;0;30
5971385;Musica de Câmara VII;2;0;30
5971385;Musica de Câmara VII;2;0;30
5971386;Musica de Câmara VIII;2;0;30
5971386;Musica de Câmara VIII;2;0;30
5970450;Musica Eletroacustica I;4;0;60
5970451;Musica Eletroacustica II;4;0;60
5970460;Musica em Cena I;2;0;30
5970461;Musica em Cena II;2;0;30
5970465;Musica em Cena III;2;0;30
5970466;Musica em Cena IV;2;0;30
5971294;Musica em Cena V;2;0;30
5971295;Musica em Cena VI;2;0;30
5920880;Mutagenese Ambiental;4;0;60
5940025;Neuroanatomia e Neurofisiologia;4;2;120
5940623;Neuroanatomia e Neurofisiologia;3;1;75
5940183;Neurobiologia da Ansiedade e da Depressao: Modelos Animais;8;0;120
5940672;Neurobiologia da Ansiedade e da Depressao: Modelos Animais;8;0;120
5920227;Neurofisiologia Comparada;4;0;60
5920844;Neurofisiologia Comparada;4;0;60
5920844;Neurofisiologia Comparada;4;0;60
5930189;Nocoes de Instrumentacao e Automacao dos Processos Industriais;4;0;60
5931003;Nocoes de Seguranca em Laboratorios de Quimica;2;0;30
5962117;Normalizacao Documentaria;2;0;30
5961044;Novas Tecnologias de Comunicacao e Informacao;4;0;60
5961106;Nutricao, Comportamento e Aprendizagem;2;1;60
5940195;O Psicologo em uma Equipe do Programa de Saude da Familia: Desenvolvendo Programa de Promocao de Saude na Comunidade I;2;2;90
5940724;O Psicologo em uma Equipe do Programa de Saude da Familia: Desenvolvendo Programa de Promocao de Saude na Comunidade I;2;3;120
5940196;O Psicologo em uma Equipe do Programa de Saude da Familia: Desenvolvendo Programa de Promocao de Saude na Comunidade II;2;2;90
5940735;O Psicologo em uma Equipe do Programa de Saude da Familia: Desenvolvendo Programa de Promocao de Saude na Comunidade II;2;3;120
5940693;Observacao da Relacao Mae-Bebe-Familia em uma Abordagem Psicanalitica I;2;2;90
5940699;Observacao da Relacao Mae-Bebe-Familia em uma Abordagem Psicanalitica II;2;2;90
5940156;Observacao da Relacao Mae-bebe-familia Numa Abordagem Psicanalitica I;2;2;90
5940157;Observacao da Relacao Mae-bebe-familia Numa Abordagem Psicanalitica II;2;2;90
5961178;Oficinas de Ensino de Biologia I;2;0;30
5961179;Oficinas de Ensino de Biologia II;2;0;30
5930695;Oleoquimica: Processos e Aplicacoes Industriais;2;1;60
5930227;Operacoes Unitarias I;4;0;60
5930228;Operacoes Unitarias II;4;0;60
5910181;optica Aplicada ao Diagnostico Medico e a Analise de Tecidos;4;0;60
5930108;Orbitais Moleculares em Quimica;4;0;60
5962113;Organizacao da Informacao Audiovisual;4;1;90
5954008;Organizacao de Computadores Digitais;4;1;90
5961103;Organizacao do Trabalho Academico;2;1;60
5940140;Organizacao do Trabalho em Saude junto a Comunidade;4;0;60
5940666;Organizacao do Trabalho em Saude Junto a Comunidade;4;0;60
5961131;Orientacao ao Trabalho de Conclusao de Curso;2;2;90
5940662;Orientacao Profissional e de Carreira;4;1;90
5940017;Orientacao Profissional I;4;1;90
5970485;Orquestra I;3;0;45
5970486;Orquestra II;3;0;45
5970487;Orquestra III;3;0;45
5970488;Orquestra IV;3;0;45
5970489;Orquestra V;3;0;45
5970490;Orquestra VI;3;0;45
5971353;Orquestra VII;3;0;45
5920929;Paleobiologia;2;1;60
5920812;Paleontologia;6;1;120
5920829;Paleontologia;4;1;90
5970575;Pedagogia da Voz I;2;0;30
5970575;Pedagogia da Voz I;2;0;30
5970576;Pedagogia da Voz II;2;0;30
5970576;Pedagogia da Voz II;2;0;30
5971282;Pedagogia da Voz III;2;0;30
5971283;Pedagogia da Voz IV;2;0;30
5971284;Pedagogia da Voz V;2;0;30
5971285;Pedagogia da Voz VI;2;0;30
5971286;Pedagogia da Voz VII;2;0;30
5971287;Pedagogia da Voz VIII;2;0;30
5970580;Pedagogia do Instrumento I;2;0;30
5970581;Pedagogia do Instrumento II;2;0;30
5971333;Pedagogia do Piano I;2;0;30
5971334;Pedagogia do Piano II;2;0;30
5971362;Pedagogia dos Instrumentos de Corda;2;0;30
5970512;Percepcao Musical I;2;2;90
5970512;Percepcao Musical I;2;2;90
5970513;Percepcao Musical II;2;2;90
5970513;Percepcao Musical II;2;2;90
5970514;Percepcao Musical III;2;2;90
5970515;Percepcao Musical IV;2;2;90
5970516;Percepcao Musical V;2;2;90
5970517;Percepcao Musical VI;2;2;90
5970389;Percussao Aplicada I;2;0;30
5970389;Percussao Aplicada I;2;0;30
5970390;Percussao Aplicada II;2;0;30
5970390;Percussao Aplicada II;2;0;30
5971364;Percussao I;1;3;105
5971365;Percussao II;1;3;105
5971366;Percussao III;1;3;105
5971367;Percussao IV;1;3;105
5971368;Percussao V;1;3;105
5971369;Percussao VI;1;3;105
5971370;Percussao VII;1;3;105
5971371;Percussao VIII;1;3;105
5931032;Pesquisa em Ensino de Quimica e de Ciencias I;2;2;90
5931033;Pesquisa em Ensino de Quimica e de Ciencias II;2;2;90
5970260;Piano Complementar  I;1;1;45
5970261;Piano Complementar  II;1;1;45
5970002;Piano em Grupo I;2;2;90
5970002;Piano em Grupo I;2;2;90
5970003;Piano em Grupo II;2;2;90
5970003;Piano em Grupo II;2;2;90
5971331;Piano em Grupo III;1;2;75
5971331;Piano em Grupo III;1;2;75
5971332;Piano em Grupo IV;1;2;75
5971332;Piano em Grupo IV;1;2;75
5971314;Piano I;1;3;105
5971315;Piano II;1;3;105
5971316;Piano III;1;3;105
5971317;Piano IV;1;3;105
5971318;Piano V;1;3;105
5971319;Piano VI;1;3;105
5971320;Piano VII;1;3;105
5971321;Piano VIII;1;3;105
5910222;Planejamento e Desenvolvimento Experimental;2;1;60
5962024;Planejamento e Informacao;4;1;90
5962124;Planejamento e Informacao;4;2;120
5920967;Politica e Gestao Ambiental;4;0;60
5961119;Politica e Gestao Educacional no Brasil;4;1;90
5961003;Politica Educacional e Organizacao da Educacao Basica I;4;0;60
5961142;Politica Educacional e Organizacao da Educacao Basica I;4;1;90
5961143;Politica Educacional e Organizacao da Educacao Basica II;4;0;60
5961104;Politica Educacional e Organizacao da Escola Basica II;4;1;90
5962105;Politicas Publicas, Culturais e de Informacao;4;1;90
5960124;Pratica de Ensino de Biologia I;4;2;120
5960125;Pratica de Ensino de Biologia II;4;3;150
5940417;Pratica de Ensino de Psicologia II - Estagio Docente;4;2;120
5961122;Pratica de Ensino em Psicologia I: Curriculo e Programas;4;3;150
5970454;Pratica de Repertorio de Canto I;2;2;90
5970455;Pratica de Repertorio de Canto II;2;2;90
5970456;Pratica de Repertorio de Canto III;2;2;90
5970457;Pratica de Repertorio de Canto IV;2;2;90
5970458;Pratica de Repertorio de Canto V;2;2;90
5970459;Pratica de Repertorio de Canto VI;2;2;90
5930247;Pratica Desportiva;2;0;30
5960120;Pratica Musical na Formacao Docente;2;0;30
5920884;Praticas  em  Ficologia;3;0;45
5961054;Praticas de Administracao da Educacao;4;0;60
5940931;Praticas de Pesquisa em Percepcao e areas Afins;2;1;60
5961051;Praticas de Supervisao Educacional;4;0;60
5940142;Praticas em Psicologia Social I;4;4;180
5940692;Praticas em Psicologia Social I;4;4;180
5940143;Praticas em Psicologia Social II;4;4;180
5940698;Praticas em Psicologia Social II;4;4;180
5971373;Praticas Interpretativas I;1;2;75
5971374;Praticas Interpretativas II;1;2;75
5971375;Praticas Interpretativas III;1;2;75
5940756;Praticas supervisionadas I;2;2;90
5940768;Praticas supervisionadas II;2;2;90
5910173;Principios de Imagens Medicas;4;0;60
5940051;Problemas de Aprendizagem Escolar;2;1;60
5954026;Processamento de Imagens;4;2;120
5953031;Processamento de Imagens Medicas;4;0;60
5955031;Processamento de Imagens Medicas;4;0;60
5910227;Processamento Digital de Sinais;4;0;60
5952008;Processos Estocasticos;4;0;60
5920837;Processos Evolutivos;4;0;60
5920837;Processos Evolutivos;4;0;60
5930690;Processos Industriais Inorgânicos;2;0;30
5930689;Processos Industriais Orgânicos;4;0;60
5940634;Processos Psicologicos Basicos: Cognicao;2;1;60
5940621;Processos Psicologicos Basicos: Motivacao e Aprendizagem;4;0;60
5940636;Processos Psicologicos Basicos: Percepcao e Psicofisica;3;2;105
5940636;Processos Psicologicos Basicos: Percepcao e Psicofisica;3;2;105
5940184;Producao de Subjetividade e Escola I;2;3;120
5940186;Producao de Subjetividade e Escola II;2;3;120
5910257;Programacao de Computadores;4;0;60
5950257;Programacao de Computadores;4;0;60
5961118;Programacao e Pratica de Ensino em Quimica;8;5;270
5953014;Projeto de Software;4;2;120
5955014;Projeto de Software;4;2;120
5962067;Projeto e Gestao de Bases de Dados Bibliograficos;4;0;60
5970428;Projetos em Educacao Musical I;2;2;90
5970428;Projetos em Educacao Musical I;2;2;90
5970429;Projetos em Educacao Musical II;2;2;90
5970429;Projetos em Educacao Musical II;2;2;90
5910185;Protecao Radiologica;4;0;60
5940082;Psicobiologia das Desordens Psiquiatricas;2;0;30
5940661;Psicobiologia I;3;1;75
5940691;Psicobiologia II;3;1;75
5940766;Psicodiagnostico;4;1;90
5940080;Psicodiagnostico I;4;2;120
5940081;Psicodiagnostico II;4;2;120
5940755;Psicodiagnostico Interventivo;4;1;90
5940317;Psicofarmacologia;2;1;60
5940934;Psicofarmacologia;2;1;60
5940609;Psicofisiologia;2;1;60
5940133;Psicologia Ambiental e Problemas Ambientais;2;0;30
5940694;Psicologia Ambiental: Sujeito, Espaco e Territorio I;4;4;180
5940720;Psicologia Ambiental: Sujeito, Espaco e Territorio II;4;4;180
5940171;Psicologia Aplicada a Odontopediatria;2;1;60
5940614;Psicologia Cognitiva;2;1;60
5940148;Psicologia Criminal I;4;2;120
5940675;Psicologia Criminal I;4;2;120
5940149;Psicologia Criminal II;4;2;120
5940679;Psicologia Criminal II;4;2;120
5940164;Psicologia da Educacao;4;2;120
5940626;Psicologia da Personalidade;3;1;75
5940076;Psicologia da Personalidade I;4;1;90
5940077;Psicologia da Personalidade II;4;1;90
5940604;Psicologia da Personalidade III;2;1;60
5940189;Psicologia da Personalidade IV;4;0;60
5940012;Psicologia do Desenvolvimento: O Ciclo Vital;4;1;90
5940645;Psicologia do Desenvolvimento: O Ciclo Vital;4;1;90
5940414;Psicologia do Excepcional;3;1;75
5940658;Psicologia e Deficiencia;3;1;75
5940200;Psicologia e Educacao;4;1;90
5940632;Psicologia e Educacao;3;1;75
5940223;Psicologia e Politicas Publicas em Saude;4;1;90
5940647;Psicologia e Politicas Publicas em Saude;4;1;90
5940115;Psicologia e Saude;2;1;60
5940625;Psicologia e Saude;3;1;75
5961166;Psicologia Educacional;4;2;120
5940320;Psicologia Escolar;4;1;90
5940643;Psicologia Escolar;3;1;75
5940731;Psicologia Escolar e Praticas I;3;3;135
5940743;Psicologia Escolar e Praticas II;3;3;135
5940163;Psicologia Geral e Experimental I;4;3;150
5940055;Psicologia Geral e Experimental II;4;0;60
5940043;Psicologia Geral e Experimental III;4;2;120
5940185;Psicologia Hospitalar I;4;3;150
5940697;Psicologia Hospitalar I;4;3;150
5940187;Psicologia Hospitalar II;4;3;150
5940723;Psicologia Hospitalar II;4;3;150
5940220;Psicologia Juridica e Forense;2;0;30
5940141;Psicologia Organizacional e do Trabalho  II;3;1;75
5940147;Psicologia Organizacional e do Trabalho I;4;1;90
5940653;Psicologia Organizacional e do Trabalho I;4;1;90
5940657;Psicologia Organizacional e do Trabalho II;3;1;75
5940040;Psicologia Social I;4;1;90
5940628;Psicologia Social I;2;1;60
5940041;Psicologia Social II;4;1;90
5940644;Psicologia Social II;3;2;105
5940404;Psicometria;2;1;60
5940630;Psicometria;2;1;60
5940732;Psicopatologia e Saude Mental: Praticas Psicologicas no Contexto da Saude Publica e da Reforma Psiquiatrica I;4;4;180
5940744;Psicopatologia e Saude Mental: Praticas Psicologicas no Contexto da Saude Publica e da Reforma Psiquiatrica II;4;4;180
5940309;Psicopatologia Geral I;2;1;60
5940648;Psicopatologia Geral I;2;1;60
5940318;Psicopatologia Geral II;2;1;60
5940654;Psicopatologia Geral II;2;1;60
5940660;Psicopatologia na Infância e na Adolescencia;3;1;75
5940078;Psicoterapia de Orientacao Psicanalitica I;4;4;180
5940733;Psicoterapia de Orientacao Psicanalitica I;4;4;180
5940079;Psicoterapia de Orientacao Psicanalitica II;4;4;180
5940745;Psicoterapia de Orientacao Psicanalitica II;4;4;180
5920945;Purificacao de Proteinas e Peptideos Recombinantes;4;0;60
5940162;Questoes da Pratica Profissional;2;1;60
5930669;Questoes Gerais sobre Biologia Molecular Forense;2;0;30
5930669;Questoes Gerais sobre Biologia Molecular Forense;2;0;30
5930106;Quimica Ambiental;4;0;60
5930679;Quimica Analitica Ambiental Experimental III;6;0;90
5930673;Quimica Analitica Ambiental I;6;0;90
5930676;Quimica Analitica Ambiental II;6;0;90
5930146;Quimica Analitica Biotecnologica;6;0;90
5930701;Quimica Analitica Biotecnologica;4;1;90
5930699;Quimica Analitica Experimental I;4;1;90
5930699;Quimica Analitica Experimental I;4;1;90
5930700;Quimica Analitica Experimental II;4;1;90
5930700;Quimica Analitica Experimental II;4;1;90
5930141;Quimica Analitica I;6;0;90
5930142;Quimica Analitica II;6;0;90
5930143;Quimica Analitica III;6;0;90
5930698;Quimica Analitica Instrumental;4;0;60
5930144;Quimica Analitica IV;6;0;90
5931005;Quimica Analitica Qualitativa;6;0;90
5931007;Quimica Analitica Quantitativa;6;0;90
5930234;Quimica Analitica V;4;0;60
5930236;Quimica Biologica;4;1;90
5930236;Quimica Biologica;4;1;90
5930137;Quimica Clinica;4;0;60
5930674;Quimica da Atmosfera;6;0;90
5930677;Quimica de Sistemas Aquaticos;6;0;90
5930681;Quimica de Sistemas Aquaticos Experimental;4;0;60
5930678;Quimica de Sistemas Terrestres;4;0;60
5931011;Quimica do Meio Ambiente;2;1;60
5931044;Quimica dos Solos: Fundamentos, Contaminantes e Remediacao;2;0;30
5930126;Quimica Forense Experimental I;4;0;60
5930130;Quimica Forense Experimental II;4;0;60
5930231;Quimica Geral;8;0;120
5931001;Quimica Geral Experimental;8;0;120
5930230;Quimica Geral III;6;0;90
5931014;Quimica Inorgânica Experimental;4;0;60
5930339;Quimica Inorgânica Experimental I;4;1;90
5930324;Quimica Inorgânica Experimental II;4;1;90
5930338;Quimica Inorganica I;4;0;60
5931010;Quimica Inorgânica I;4;0;60
5930323;Quimica Inorgânica II;4;0;60
5931013;Quimica Inorgânica II;4;0;60
5930184;Quimica Orgânica Experimental;6;0;90
5930184;Quimica Orgânica Experimental;6;0;90
5931025;Quimica Orgânica Experimental;6;0;90
5930307;Quimica Orgânica I;4;0;60
5931018;Quimica Orgânica I;4;0;60
5930308;Quimica Orgânica II;4;0;60
5931023;Quimica Orgânica II;4;0;60
5930343;Quimica Orgânica III;4;0;60
5931026;Quimica Orgânica III;4;0;60
5931043;Quimica para o Ensino Medio I;2;2;90
5931050;Quimica para o Ensino Medio II;2;2;90
5930190;Quimica Tecnologica II;4;0;60
5930667;Quimiometria;2;0;30
5910143;Radiodiagnostico;4;0;60
5910149;Radioterapia;4;0;60
5910184;Radioterapia Clinica;4;0;60
5970573;Recital I;2;1;60
5970573;Recital I;2;1;60
5971350;Recital II;2;1;60
5971350;Recital II;2;1;60
5953016;Reconhecimento de Padroes;4;0;60
5955016;Reconhecimento de Padroes;4;0;60
5920860;Recuperacao e Revegetacao de areas;4;0;60
5962039;Recursos Informacionais;2;1;60
5962119;Recursos Informacionais;4;1;90
5940188;Recursos Teoricos e Tecnicos para o Trabalho com Grupos, Familias e Casais;2;1;60
5953032;Redes de Computadores;4;0;60
5954019;Redes de Computadores;4;1;90
5955032;Redes de Computadores;4;0;60
5962035;Redes de Informacao;2;1;60
5955007;Redes Neurais Artificiais;2;0;30
5970410;Reducao de Partituras ao Piano I;2;0;30
5970411;Reducao de Partituras ao Piano II;2;0;30
5970442;Regencia Coral I;2;1;60
5970442;Regencia Coral I;2;1;60
5970443;Regencia Coral II;2;1;60
5970443;Regencia Coral II;2;1;60
5970444;Regencia Coral III;4;6;240
5970445;Regencia Coral IV;4;6;240
5970368;Regencia Orquestral I;4;0;60
5970369;Regencia Orquestral II;4;0;60
5970370;Regencia Orquestral III;4;14;480
5970371;Regencia Orquestral IV;4;15;510
5920938;Regulamentacao e Propriedade Intelectual;4;0;60
5971372;Repertorio e Pedagogia dos Instrumentos de Percussao;2;0;30
5962021;Representacao Descritiva I;4;1;90
5962028;Representacao Descritiva II;4;1;90
5962043;Representacoes Sociais e Mediacoes Culturais da Informacao;4;0;60
5962128;Representacoes Sociais e Mediacoes Culturais da Informacao;4;1;90
5920865;Saneamento do Meio Ambiente;4;0;60
5940734;Saude, Ergonomia e Trabalho I;2;4;150
5940746;Saude, Ergonomia e Trabalho II;2;4;150
5930235;Seguranca em Laboratorios de Quimica;2;0;30
5970563;Seminario de Execucao Musical I;1;0;15
5970564;Seminario de Execucao Musical II;1;0;15
5970565;Seminario de Execucao Musical III;1;0;15
5970566;Seminario de Execucao Musical IV;1;0;15
5970567;Seminario de Execucao Musical V;1;0;15
5970568;Seminario de Execucao Musical VI;1;0;15
5970569;Seminario de Execucao Musical VII;1;0;15
5971384;Seminario de Execucao Musical VIII;1;0;15
5970687;Seminario de Introducao ao Curso e a Profissao;1;0;15
5970562;Seminario de Projeto de Pesquisa II;1;2;75
5961042;Seminarios Avancados em Educacao I;4;0;60
5961117;Seminarios Avancados em Educacao II;2;0;30
5960118;Seminarios Avancados em Educacao III;2;0;30
5961126;Seminarios de Pesquisa em Educacao;2;1;60
5961108;Seminarios de Pesquisa em Educacao I;2;0;30
5961109;Seminarios de Pesquisa em Educacao II;2;0;30
5940670;Seminarios de Pesquisa I;2;1;60
5940099;Seminarios de Pesquisa II;2;1;60
5940678;Seminarios de Pesquisa II;2;1;60
5930376;Seminarios de Pesquisas em Quimica;2;0;30
5940093;Seminarios de Pesquisas I;2;1;60
5930565;Seminarios em Bioquimica;2;0;30
5930671;Seminarios em Ciencias Forenses;2;1;60
5910159;Seminarios em Fisica Medica;2;0;30
5930191;Seminarios Gerais em Quimica;2;0;30
5920861;Seminarios Integrados de Biologia  II;1;1;45
5920861;Seminarios Integrados de Biologia  II;1;1;45
5920228;Seminarios Integrados de Biologia I;2;2;90
5920824;Seminarios Integrados de Biologia I;2;2;90
5920824;Seminarios Integrados de Biologia I;2;2;90
5920232;Seminarios Integrados de Biologia II;1;1;45
5961047;Seminarios: Educacao e Trabalho;2;0;30
5962038;Servicos de Referencia e Informacao;4;1;90
5962114;Sistemas Administrativos e de Informacao;4;1;90
5962104;Sistemas de Organizacao do Conhecimento I;4;1;90
5962106;Sistemas de Organizacao do Conhecimento II;4;1;90
5953033;Sistemas Distribuidos;4;0;60
5955033;Sistemas Distribuidos;4;0;60
5953030;Sistemas Operacionais;4;0;60
5954016;Sistemas Operacionais;4;2;120
5954016;Sistemas Operacionais;4;2;120
5955030;Sistemas Operacionais;4;0;60
5920927;Sistematica   e  Biologia  de  Aves;4;0;60
5920924;Sistematica  e  Biologia  de  Mamiferos;4;0;60
5920221;Sistematica de Bacterias, Algas e Fungos;4;0;60
5920218;Sistematica de Briofitas e Pteridofitas;4;1;90
5920825;Sistematica de Criptogamas;4;1;90
5920312;Sistematica de Espermatofitas;6;1;120
5920115;Sistematica e Biogeografia;3;0;45
5920832;Sistematica Vegetal I;2;2;90
5920832;Sistematica Vegetal I;2;2;90
5920875;Sistematica Vegetal II;3;1;75
5962010;Sociedade da Informacao;4;0;60
5940303;Sociologia;3;1;75
5940772;Sociologia;3;1;75
5961010;Sociologia da Educacao I;4;0;60
5961017;Sociologia da Educacao II;4;0;60
5961149;Supervisao e Coordenacao Pedagogica: Fundamentos Teorico-Metodologicos;2;0;30
5961180;Supervisao Integrada de Estagio I;2;0;30
5961181;Supervisao Integrada de Estagio II;2;0;30
5961182;Supervisao Integrada de Estagio III;2;0;30
5930696;Tecnicas avancadas em espectrometria de massas e suas aplicacoes em Quimica Forense e Biotecnologia;2;0;30
5930192;Tecnicas de Eletromigracao em Capilares;4;0;60
5940048;Tecnicas de Entrevista;2;1;60
5940642;Tecnicas de Entrevista;2;0;30
5940150;Tecnicas de Exame Psicologico I;4;2;120
5940311;Tecnicas de Exame Psicologico II;4;1;90
5940134;Tecnicas de Investigacao da Personalidade;4;1;90
5952026;Tecnicas de Pesquisa;2;0;30
5970577;Tecnicas e Materiais da Musica Contemporânea I;2;1;60
5971308;Tecnicas e Materiais da Musica Contemporânea II;2;1;60
5910148;Tecnicas opticas, Microscopicas e Tomograficas de Imagens;4;0;60
5940413;Tecnicas Projetivas em Psicologia  I;4;1;90
5940151;Tecnicas Projetivas em Psicologia II;4;2;120
5953008;Tecnicas Quantitativas Aplicadas a Neuroimagem Estrutural;2;1;60
5955008;Tecnicas Quantitativas Aplicadas a Neuroimagem Estrutural;2;1;60
5930149;Tecnologia Agroindustrial;4;0;60
5930149;Tecnologia Agroindustrial;4;0;60
5920941;Tecnologia da Sacarificacao e Fermentacao;2;1;60
5920941;Tecnologia da Sacarificacao e Fermentacao;4;0;60
5930150;Tecnologia de Alimentos;4;0;60
5930150;Tecnologia de Alimentos;4;0;60
5970006;Tecnologia Musical I;2;1;60
5970004;Tecnologia Musical II;2;1;60
5962016;Tecnologia, Informacao e Sociedade;4;0;60
5931051;Temas atuais em Quimica;2;0;30
5961056;Temas Transversais e Curriculo;4;0;60
5962064;Teoria do Conhecimento e Pensamento Cientifico;2;0;30
5952029;Teoria dos Jogos;4;0;60
5950237;Teoria e Aplicacao do Calculo;12;0;180
5950238;Teoria e Aplicacao do Calculo I;6;0;90
5950239;Teoria e Aplicacao do Calculo II;6;0;90
5962009;Teoria Social da Informacao e Documentacao;4;1;90
5961045;Teorias do Curriculo;2;0;30
5961095;Teorias do Curriculo;4;1;90
5940633;Teorias e Praticas em Psicologia Clinica: A Abordagem Psicanalitica de Freud;2;1;60
5940680;Teorias e Praticas em Psicologia Clinica: A Psicologia Analitica de Jung;2;1;60
5940640;Teorias e Praticas em Psicologia Clinica: Abordagem Cognitivo-Comportamental;2;1;60
5940677;Teorias e Praticas em Psicologia Clinica: Abordagem Fenomenologico-Existencial;2;1;60
5940650;Teorias e Praticas em Psicologia Clinica: Abordagens Sistemica e Construcionista Social;2;1;60
5940656;Teorias e Praticas em Psicologia Clinica: Melanie Klein, Bion e Winnicott;3;1;75
5940652;Teorias e Tecnicas de Grupo;3;1;75
5940511;Teorias e Tecnicas Psicoterapicas I;4;1;90
5940006;Teorias e Tecnicas Psicoterapicas II;4;1;90
5940010;Teorias Em Psicologia do Desenvolvimento;4;1;90
5940641;Teorias em Psicologia do Desenvolvimento;4;1;90
5940190;Terapia Cognitivo-Comportamental I;4;4;180
5940747;Terapia Cognitivo-Comportamental I;4;4;180
5940191;Terapia Cognitivo-Comportamental II;4;4;180
5940757;Terapia Cognitivo-Comportamental II;4;4;180
5920878;Tetrapodos  Basais: Sistematica e Macroevolucao;2;1;60
5920877;Topicos  Avancados  em  Zoologia  dos  Invertebrados;3;1;75
5952005;Topicos de algebra Aplicada;4;0;60
5931029;Topicos de Ciencia Contemporânea;2;0;30
5952032;Topicos de Probabilidade I;4;0;60
5930194;Topicos em Biologia Forense;2;0;30
5930194;Topicos em Biologia Forense;2;0;30
5930688;Topicos em Catalise Industrial;2;0;30
5910199;Topicos em Divulgacao Cientifica;2;0;30
5955001;Topicos em Divulgacao Cientifica;2;0;30
5961138;Topicos em Educacao do Campo;2;1;60
5930109;Topicos em Eletroquimica Aplicados a Voltametria Ciclica;2;0;30
5970677;Topicos em Historia da Musica I;2;1;60
5970678;Topicos em Historia da Musica II;2;1;60
5940032;Topicos em Historia da Psicologia;2;0;30
5940668;Topicos em Historia da Psicologia;2;1;60
5930668;Topicos em Pericia Civil e Trabalhista;2;1;60
5940925;Topicos em Processos Clinicos e Atencao em Saude I;2;1;60
5940926;Topicos em Processos Clinicos e Atencao em Saude II;2;1;60
5940927;Topicos em Processos Clinicos e Atencao em Saude III;2;1;60
5940928;Topicos em Processos Clinicos e Atencao em Saude IV;2;1;60
5940921;Topicos em Processos e Praticas Psicossociais I;2;1;60
5940922;Topicos em Processos e Praticas Psicossociais II;2;1;60
5940923;Topicos em Processos e Praticas Psicossociais III;2;1;60
